Numéro du poste,Circonscription,Commune,Etablissement,RNE,Nature,Spécialité,Nb. Cl.,Dont Cl. Spé.,Nb supports mis au mouvement,Nb supports inaccessibles,Total,Dont nb supports vacants,Coords
21379,LE MEE-SUR-SEINE,BOISSISE LA BERTRAND,LES FONTAINES                 ,0772672L,DE - Directeur d'école,D0000 - Direction,6,0,1,0,1,0,"(48.5272745, 2.5891013)"
21380,LE MEE-SUR-SEINE,BOISSISE LA BERTRAND,LES FONTAINES                 ,0772672L,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,3,0,3,1,"(48.5272745, 2.5891013)"
21381,LE MEE-SUR-SEINE,BOISSISE LA BERTRAND,LES FONTAINES                 ,0772672L,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.5272745, 2.5891013)"
211341,LE MEE-SUR-SEINE,BOISSISE LA BERTRAND,LES FONTAINES                 ,0772672L,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.5272745, 2.5891013)"
18889,FONTAINEBLEAU,BOISSISE LE ROI,ANDRE MALRAUX                 ,0770608T,DE - Directeur d'école,D0000 - Direction,6,0,1,0,1,0,"(48.5252194, 2.5699289)"
18892,FONTAINEBLEAU,BOISSISE LE ROI,CHATEAU VILLARD               ,0770609U,DE - Directeur d'école,D0000 - Direction,9,0,1,0,1,0,"(48.5021457, 2.5646231)"
19788,FONTAINEBLEAU,BOISSISE LE ROI,ANDRE MALRAUX                 ,0771408M,DE - Directeur d'école,D0000 - Direction,4,0,1,0,1,0,"(48.5252194, 2.5699289)"
18890,FONTAINEBLEAU,BOISSISE LE ROI,ANDRE MALRAUX                 ,0770608T,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,5,0,5,0,"(48.5252194, 2.5699289)"
18893,FONTAINEBLEAU,BOISSISE LE ROI,CHATEAU VILLARD               ,0770609U,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,4,1,5,1,"(48.5021457, 2.5646231)"
18894,FONTAINEBLEAU,BOISSISE LE ROI,CHATEAU VILLARD               ,0770609U,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,3,0,3,1,"(48.5021457, 2.5646231)"
19789,FONTAINEBLEAU,BOISSISE LE ROI,ANDRE MALRAUX                 ,0771408M,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,2,1,3,0,"(48.5252194, 2.5699289)"
211343,FONTAINEBLEAU,BOISSISE LE ROI,ANDRE MALRAUX                 ,0770608T,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.5252194, 2.5699289)"
211344,FONTAINEBLEAU,BOISSISE LE ROI,CHATEAU VILLARD               ,0770609U,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.5021457, 2.5646231)"
211342,FONTAINEBLEAU,BOISSISE LE ROI,ANDRE MALRAUX                 ,0771408M,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.5252194, 2.5699289)"
20690,COULOMMIERS,BOISSY LE CHATEL,ETIENNE DUMAS                 ,0772000F,DE - Directeur d'école,D0000 - Direction,5,0,1,0,1,0,"(48.8213948, 3.1384329)"
21115,COULOMMIERS,BOISSY LE CHATEL,LA MARE GARENNE               ,0772303K,DE - Directeur d'école,D0000 - Direction,10,0,1,0,1,0,"(48.8186575, 3.1378187)"
21116,COULOMMIERS,BOISSY LE CHATEL,LA MARE GARENNE               ,0772303K,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,8,1,9,1,"(48.8186575, 3.1378187)"
20691,COULOMMIERS,BOISSY LE CHATEL,ETIENNE DUMAS                 ,0772000F,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,4,0,4,1,"(48.8213948, 3.1384329)"
211345,COULOMMIERS,BOISSY LE CHATEL,LA MARE GARENNE               ,0772303K,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.8186575, 3.1378187)"
20674,COULOMMIERS,BOITRON,,0771970Y,DE - Directeur d'école,D0000 - Direction,2,0,1,0,1,0,"(48.9005172, 3.2597707)"
20675,COULOMMIERS,BOITRON,,0771970Y,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.9005172, 3.2597707)"
19051,DAMMARIE-LES-LYS,BOMBON,,0770706Z,DE - Directeur d'école,D0000 - Direction,6,0,1,0,1,0,"(48.57469, 2.8579579)"
19052,DAMMARIE-LES-LYS,BOMBON,,0770706Z,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,3,0,3,0,"(48.57469, 2.8579579)"
19053,DAMMARIE-LES-LYS,BOMBON,,0770706Z,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.57469, 2.8579579)"
18049,NEMOURS,BOUGLIGNY,,0770136E,DE - Directeur d'école,D0000 - Direction,2,0,1,0,1,0,"(48.2062585, 2.6883673)"
18050,NEMOURS,BOUGLIGNY,,0770136E,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,1,0,1,1,"(48.2062585, 2.6883673)"
211346,NEMOURS,BOUGLIGNY,,0770136E,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.2062585, 2.6883673)"
18233,LA FERTE SOUS JOUARRE,BOULEURS,ALAIN SATIE                   ,0770246Z,DE - Directeur d'école,D0000 - Direction,7,0,1,0,1,0,"(48.8801747, 2.9046309)"
18234,LA FERTE SOUS JOUARRE,BOULEURS,ALAIN SATIE                   ,0770246Z,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,4,0,4,1,"(48.8801747, 2.9046309)"
18235,LA FERTE SOUS JOUARRE,BOULEURS,ALAIN SATIE                   ,0770246Z,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.8801747, 2.9046309)"
211347,LA FERTE SOUS JOUARRE,BOULEURS,ALAIN SATIE                   ,0770246Z,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.8801747, 2.9046309)"
19125,FONTAINEBLEAU,BOURRON MARLOTTE,JULES RENARD                  ,0770753A,DE - Directeur d'école,D0000 - Direction,6,0,1,0,1,0,"(48.3410614, 2.7086302)"
19486,FONTAINEBLEAU,BOURRON MARLOTTE,CHARLES MOREAU-VAUTHIER       ,0771109M,DE - Directeur d'école,D0000 - Direction,2,0,1,0,1,0,"(48.342092, 2.7088838)"
19126,FONTAINEBLEAU,BOURRON MARLOTTE,JULES RENARD                  ,0770753A,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,5,0,5,0,"(48.3410614, 2.7086302)"
19487,FONTAINEBLEAU,BOURRON MARLOTTE,CHARLES MOREAU-VAUTHIER       ,0771109M,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.342092, 2.7088838)"
211348,FONTAINEBLEAU,BOURRON MARLOTTE,JULES RENARD                  ,0770753A,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.3410614, 2.7086302)"
18237,LA FERTE SOUS JOUARRE,BOUTIGNY,LES PRES VERTS                ,0770247A,DE - Directeur d'école,D0000 - Direction,3,0,1,0,1,0,"(48.9196839, 2.9282033)"
18238,LA FERTE SOUS JOUARRE,BOUTIGNY,LES PRES VERTS                ,0770247A,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.9196839, 2.9282033)"
18239,LA FERTE SOUS JOUARRE,BOUTIGNY,LES PRES VERTS                ,0770247A,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.9196839, 2.9282033)"
20858,NEMOURS,BRANSLES,GILBERT VERRIN                ,0772129W,DE - Directeur d'école,D0000 - Direction,2,0,1,0,1,1,"(48.1514281, 2.8325517)"
211349,NEMOURS,BRANSLES,GILBERT VERRIN                ,0772129W,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.1514281, 2.8325517)"
211350,NEMOURS,BRANSLES,GILBERT VERRIN                ,0772129W,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.1514281, 2.8325517)"
21591,MONTEREAU,BRAY SUR SEINE,JEHAN DE BRIE                 ,0772844Y,DE - Directeur d'école,D0000 - Direction,11,1,0,1,1,0,"(48.4126819, 3.2416719)"
21592,MONTEREAU,BRAY SUR SEINE,JEHAN DE BRIE                 ,0772844Y,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,6,0,6,1,"(48.4126819, 3.2416719)"
21593,MONTEREAU,BRAY SUR SEINE,JEHAN DE BRIE                 ,0772844Y,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,3,0,3,1,"(48.4126819, 3.2416719)"
21594,MONTEREAU,BRAY SUR SEINE,JEHAN DE BRIE                 ,0772844Y,RASE - Réseau d'aide à dominante,G0173 - Rased aide à dominante pédagogique,0,0,1,0,1,1,"(48.4126819, 3.2416719)"
211351,MONTEREAU,BRAY SUR SEINE,JEHAN DE BRIE                 ,0772844Y,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,3,0,3,0,"(48.4126819, 3.2416719)"
17928,PEI,BRAY SUR SEINE,JEAN ROSTAND                  ,0770003K,ULCG - Ulis collège,G0176 - Ulis ue troubles fonctions cognitives,0,0,1,0,1,0,"(48.411884, 3.2412884)"
21596,MONTEREAU,BRAY SUR SEINE,JEHAN DE BRIE                 ,0772844Y,ULEC - Ulis école,G0176 - Ulis ue troubles fonctions cognitives,0,0,1,0,1,1,"(48.4126819, 3.2416719)"
17974,COMBS LA VILLE,BRIE COMTE ROBERT,JULES FERRY                   ,0770082W,DCOM - Compensation décharge de directeur,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6882239, 2.611286)"
17982,COMBS LA VILLE,BRIE COMTE ROBERT,LOUIS PASTEUR                 ,0770085Z,DCOM - Compensation décharge de directeur,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6927048, 2.6190269)"
141769,COMBS LA VILLE,BRIE COMTE ROBERT,MOULIN FLEURI                 ,0771527S,DCOM - Compensation décharge de directeur,G0000 - Sans spécialité,0,0,0,1,1,0,"(48.694659, 2.6033789)"
17975,COMBS LA VILLE,BRIE COMTE ROBERT,JULES FERRY                   ,0770082W,DE - Directeur d'école,D0000 - Direction,16,1,0,1,1,0,"(48.6882239, 2.611286)"
17979,COMBS LA VILLE,BRIE COMTE ROBERT,JULES FERRY                   ,0770084Y,DE - Directeur d'école,D0000 - Direction,8,0,1,0,1,0,"(48.6882239, 2.611286)"
17983,COMBS LA VILLE,BRIE COMTE ROBERT,LOUIS PASTEUR                 ,0770085Z,DE - Directeur d'école,D0000 - Direction,17,1,0,1,1,0,"(48.6927048, 2.6190269)"
20023,COMBS LA VILLE,BRIE COMTE ROBERT,MOULIN FLEURI                 ,0771527S,DE - Directeur d'école,D0000 - Direction,14,0,0,1,1,0,"(48.694659, 2.6033789)"
20050,COMBS LA VILLE,BRIE COMTE ROBERT,GERARD MENOT                  ,0771536B,DE - Directeur d'école,D0000 - Direction,8,0,1,0,1,0,"(48.6890516, 2.6209526)"
20053,COMBS LA VILLE,BRIE COMTE ROBERT,LE MOULIN FLEURI              ,0771537C,DE - Directeur d'école,D0000 - Direction,8,0,1,0,1,0,"(48.6904522, 2.6166737)"
21478,COMBS LA VILLE,BRIE COMTE ROBERT,CLAUDE TOURNIER               ,0772768R,DE - Directeur d'école,D0000 - Direction,11,0,0,1,1,0,"(48.6838486, 2.6138047)"
17976,COMBS LA VILLE,BRIE COMTE ROBERT,JULES FERRY                   ,0770082W,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,13,1,14,1,"(48.6882239, 2.611286)"
17984,COMBS LA VILLE,BRIE COMTE ROBERT,LOUIS PASTEUR                 ,0770085Z,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,14,1,15,3,"(48.6927048, 2.6190269)"
20024,COMBS LA VILLE,BRIE COMTE ROBERT,MOULIN FLEURI                 ,0771527S,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,13,0,13,1,"(48.694659, 2.6033789)"
21479,COMBS LA VILLE,BRIE COMTE ROBERT,CLAUDE TOURNIER               ,0772768R,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,6,0,6,0,"(48.6838486, 2.6138047)"
17980,COMBS LA VILLE,BRIE COMTE ROBERT,JULES FERRY                   ,0770084Y,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,7,0,7,0,"(48.6882239, 2.611286)"
20051,COMBS LA VILLE,BRIE COMTE ROBERT,GERARD MENOT                  ,0771536B,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,7,0,7,0,"(48.6890516, 2.6209526)"
20054,COMBS LA VILLE,BRIE COMTE ROBERT,LE MOULIN FLEURI              ,0771537C,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,7,0,7,0,"(48.6904522, 2.6166737)"
21480,COMBS LA VILLE,BRIE COMTE ROBERT,CLAUDE TOURNIER               ,0772768R,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,4,0,4,1,"(48.6838486, 2.6138047)"
19722,PEI,BRIE COMTE ROBERT,ARTHUR CHAUSSY                ,0771363N,ISES - Enseignant 1er degré de segpa,G0170 - Enseigner en segpa ou en erea ,0,0,3,0,3,0,"(48.6881957, 2.6004406)"
21481,COMBS LA VILLE,BRIE COMTE ROBERT,CLAUDE TOURNIER               ,0772768R,RASE - Réseau d'aide à dominante,G0173 - Rased aide à dominante pédagogique,0,0,1,0,1,0,"(48.6838486, 2.6138047)"
19723,PEI,BRIE COMTE ROBERT,ARTHUR CHAUSSY                ,0771363N,REF - Enseignant 1e degré référent,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6881957, 2.6004406)"
211355,COMBS LA VILLE,BRIE COMTE ROBERT,JULES FERRY                   ,0770082W,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.6882239, 2.611286)"
211352,COMBS LA VILLE,BRIE COMTE ROBERT,JULES FERRY                   ,0770084Y,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6882239, 2.611286)"
211356,COMBS LA VILLE,BRIE COMTE ROBERT,LOUIS PASTEUR                 ,0770085Z,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,1,"(48.6927048, 2.6190269)"
211357,COMBS LA VILLE,BRIE COMTE ROBERT,MOULIN FLEURI                 ,0771527S,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.694659, 2.6033789)"
211353,COMBS LA VILLE,BRIE COMTE ROBERT,GERARD MENOT                  ,0771536B,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6890516, 2.6209526)"
211354,COMBS LA VILLE,BRIE COMTE ROBERT,LE MOULIN FLEURI              ,0771537C,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6904522, 2.6166737)"
211358,COMBS LA VILLE,BRIE COMTE ROBERT,CLAUDE TOURNIER               ,0772768R,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.6838486, 2.6138047)"
186277,COMBS LA VILLE,BRIE COMTE ROBERT,JULES FERRY                   ,0770082W,ULEC - Ulis école,G0176 - Ulis ue troubles fonctions cognitives,0,0,1,0,1,1,"(48.6882239, 2.611286)"
179514,COMBS LA VILLE,BRIE COMTE ROBERT,LOUIS PASTEUR                 ,0770085Z,ULEC - Ulis école,G0176 - Ulis ue troubles fonctions cognitives,0,0,1,0,1,1,"(48.6927048, 2.6190269)"
18511,TORCY,BROU SUR CHANTEREINE,JEAN JAURES                   ,0770394K,DE - Directeur d'école,D0000 - Direction,9,0,1,0,1,0,"(48.8810089, 2.6288784)"
19629,TORCY,BROU SUR CHANTEREINE,SUZANNE DEMETZ                ,0771160T,DE - Directeur d'école,D0000 - Direction,11,0,0,1,1,0,"(48.8814912, 2.6280653)"
20292,TORCY,BROU SUR CHANTEREINE,ROMAIN ROLLAND                ,0771669W,DE - Directeur d'école,D0000 - Direction,6,0,1,0,1,0,"(48.8834826, 2.6311806)"
18512,TORCY,BROU SUR CHANTEREINE,JEAN JAURES                   ,0770394K,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,8,0,8,0,"(48.8810089, 2.6288784)"
20293,TORCY,BROU SUR CHANTEREINE,ROMAIN ROLLAND                ,0771669W,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,4,1,5,1,"(48.8834826, 2.6311806)"
19630,TORCY,BROU SUR CHANTEREINE,SUZANNE DEMETZ                ,0771160T,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,9,1,10,1,"(48.8814912, 2.6280653)"
211362,TORCY,BROU SUR CHANTEREINE,JEAN JAURES                   ,0770394K,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.8810089, 2.6288784)"
211361,TORCY,BROU SUR CHANTEREINE,SUZANNE DEMETZ                ,0771160T,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,4,0,4,1,"(48.8814912, 2.6280653)"
211363,TORCY,BROU SUR CHANTEREINE,ROMAIN ROLLAND                ,0771669W,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,3,0,3,0,"(48.8834826, 2.6311806)"
188994,PEI,BROU SUR CHANTEREINE,JEAN JAURES                   ,0770005M,ULCG - Ulis collège,G0176 - Ulis ue troubles fonctions cognitives,0,0,1,0,1,1,"(48.8810089, 2.6288784)"
18428,LA FERTE SOUS JOUARRE,BUSSIERES,,0770344F,DE - Directeur d'école,D0000 - Direction,2,0,1,0,1,0,"(48.9229412, 3.2367859)"
18429,LA FERTE SOUS JOUARRE,BUSSIERES,,0770344F,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.9229412, 3.2367859)"
211364,LA FERTE SOUS JOUARRE,BUSSIERES,,0770344F,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.9229412, 3.2367859)"
21164,LOGNES,BUSSY ST GEORGES,JEAN DE LA FONTAINE           ,0772438G,DCOM - Compensation décharge de directeur,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.8395288, 2.7085409)"
21303,LOGNES,BUSSY ST GEORGES,LOUIS GUIBERT                 ,0772597E,DCOM - Compensation décharge de directeur,G0000 - Sans spécialité,0,0,0,1,1,0,"(48.8447317, 2.7324375)"
21358,LOGNES,BUSSY ST GEORGES,JULES VERNE                   ,0772658W,DCOM - Compensation décharge de directeur,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.8346046, 2.7134442)"
141809,LOGNES,BUSSY ST GEORGES,JACQUES CHIRAC                ,0772896E,DCOM - Compensation décharge de directeur,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.8350854, 2.7275986)"
211378,LOGNES,BUSSY ST GEORGES,SIMONE VEIL                   ,0772952R,DCOM - Compensation décharge de directeur,G0000 - Sans spécialité,0,0,1,0,1,1,"(48.8387327, 2.7315446)"
18514,LOGNES,BUSSY ST GEORGES,LES VIOLENNES                 ,0770396M,DE - Directeur d'école,D0000 - Direction,5,0,1,0,1,0,"(48.8402108, 2.7007416)"
20872,LOGNES,BUSSY ST GEORGES,LES VIOLENNES                 ,0772133A,DE - Directeur d'école,D0000 - Direction,3,0,1,0,1,0,"(48.8402108, 2.7007416)"
20955,LOGNES,BUSSY ST GEORGES,LE CLOS SAINT-GEORGES         ,0772200Y,DE - Directeur d'école,D0000 - Direction,2,0,1,0,1,0,"(48.8436819, 2.7139094)"
20966,LOGNES,BUSSY ST GEORGES,LE CLOS SAINT-GEORGES         ,0772207F,DE - Directeur d'école,D0000 - Direction,4,0,1,0,1,0,"(48.8436819, 2.7139094)"
21074,LOGNES,BUSSY ST GEORGES,ANTOINE GIROUST               ,0772280K,DE - Directeur d'école,D0000 - Direction,6,0,1,0,1,0,"(48.8421284, 2.7092667)"
21076,LOGNES,BUSSY ST GEORGES,ANTOINE GIROUST               ,0772281L,DE - Directeur d'école,D0000 - Direction,3,0,1,0,1,0,"(48.8421284, 2.7092667)"
21165,LOGNES,BUSSY ST GEORGES,JEAN DE LA FONTAINE           ,0772438G,DE - Directeur d'école,D0000 - Direction,15,0,0,1,1,0,"(48.8395288, 2.7085409)"
21198,LOGNES,BUSSY ST GEORGES,CHARLES PERRAULT              ,0772486J,DE - Directeur d'école,D0000 - Direction,6,0,1,0,1,0,"(48.8395106, 2.7150278)"
21202,LOGNES,BUSSY ST GEORGES,CHARLES PERRAULT              ,0772487K,DE - Directeur d'école,D0000 - Direction,3,0,1,0,1,0,"(48.8395106, 2.7150278)"
21231,LOGNES,BUSSY ST GEORGES,LOUIS BRAILLE                 ,0772533K,DE - Directeur d'école,D0000 - Direction,10,0,1,0,1,0,"(48.8422659, 2.7210154)"
21236,LOGNES,BUSSY ST GEORGES,LOUIS BRAILLE                 ,0772534L,DE - Directeur d'école,D0000 - Direction,6,0,1,0,1,0,"(48.8422659, 2.7210154)"
21304,LOGNES,BUSSY ST GEORGES,LOUIS GUIBERT                 ,0772597E,DE - Directeur d'école,D0000 - Direction,14,0,0,1,1,0,"(48.8447317, 2.7324375)"
21359,LOGNES,BUSSY ST GEORGES,JULES VERNE                   ,0772658W,DE - Directeur d'école,D0000 - Direction,16,0,0,1,1,0,"(48.8346046, 2.7134442)"
21415,LOGNES,BUSSY ST GEORGES,GEORGE SAND                   ,0772703V,DE - Directeur d'école,D0000 - Direction,10,1,1,0,1,0,"(48.8414308, 2.7313673)"
21642,LOGNES,BUSSY ST GEORGES,JACQUES CHIRAC                ,0772896E,DE - Directeur d'école,D0000 - Direction,16,0,0,1,1,0,"(48.8350854, 2.7275986)"
166275,LOGNES,BUSSY ST GEORGES,SIMONE VEIL                   ,0772952R,DE - Directeur d'école,D0000 - Direction,12,0,0,1,1,0,"(48.8387327, 2.7315446)"
188995,LOGNES,BUSSY ST GEORGES,ARNAUD BELTRAME               ,0773015J,DE - Directeur d'école,D0000 - Direction,7,0,0,1,1,0,"(48.8319781, 2.7084542)"
18515,LOGNES,BUSSY ST GEORGES,LES VIOLENNES                 ,0770396M,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,4,0,4,0,"(48.8402108, 2.7007416)"
20967,LOGNES,BUSSY ST GEORGES,LE CLOS SAINT-GEORGES         ,0772207F,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,3,0,3,0,"(48.8436819, 2.7139094)"
21075,LOGNES,BUSSY ST GEORGES,ANTOINE GIROUST               ,0772280K,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,5,0,5,0,"(48.8421284, 2.7092667)"
21166,LOGNES,BUSSY ST GEORGES,JEAN DE LA FONTAINE           ,0772438G,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,8,0,8,0,"(48.8395288, 2.7085409)"
21199,LOGNES,BUSSY ST GEORGES,CHARLES PERRAULT              ,0772486J,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,5,0,5,1,"(48.8395106, 2.7150278)"
21232,LOGNES,BUSSY ST GEORGES,LOUIS BRAILLE                 ,0772533K,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,8,0,8,2,"(48.8422659, 2.7210154)"
21233,LOGNES,BUSSY ST GEORGES,LOUIS BRAILLE                 ,0772533K,ECEL - Enseignant classe élémentaire,G0424 - Chinois,0,0,0,1,1,0,"(48.8422659, 2.7210154)"
21305,LOGNES,BUSSY ST GEORGES,LOUIS GUIBERT                 ,0772597E,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,8,1,9,0,"(48.8447317, 2.7324375)"
21360,LOGNES,BUSSY ST GEORGES,JULES VERNE                   ,0772658W,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,10,0,10,0,"(48.8346046, 2.7134442)"
21416,LOGNES,BUSSY ST GEORGES,GEORGE SAND                   ,0772703V,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,5,0,5,0,"(48.8414308, 2.7313673)"
21643,LOGNES,BUSSY ST GEORGES,JACQUES CHIRAC                ,0772896E,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,4,0,4,0,"(48.8350854, 2.7275986)"
21644,LOGNES,BUSSY ST GEORGES,JACQUES CHIRAC                ,0772896E,ECEL - Enseignant classe élémentaire,G0422 - Anglais,0,0,0,4,4,0,"(48.8350854, 2.7275986)"
166276,LOGNES,BUSSY ST GEORGES,SIMONE VEIL                   ,0772952R,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,5,0,5,2,"(48.8387327, 2.7315446)"
188996,LOGNES,BUSSY ST GEORGES,ARNAUD BELTRAME               ,0773015J,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.8319781, 2.7084542)"
20873,LOGNES,BUSSY ST GEORGES,LES VIOLENNES                 ,0772133A,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.8402108, 2.7007416)"
20956,LOGNES,BUSSY ST GEORGES,LE CLOS SAINT-GEORGES         ,0772200Y,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.8436819, 2.7139094)"
21077,LOGNES,BUSSY ST GEORGES,ANTOINE GIROUST               ,0772281L,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.8421284, 2.7092667)"
21167,LOGNES,BUSSY ST GEORGES,JEAN DE LA FONTAINE           ,0772438G,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,5,1,6,0,"(48.8395288, 2.7085409)"
21203,LOGNES,BUSSY ST GEORGES,CHARLES PERRAULT              ,0772487K,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.8395106, 2.7150278)"
21237,LOGNES,BUSSY ST GEORGES,LOUIS BRAILLE                 ,0772534L,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,4,1,5,0,"(48.8422659, 2.7210154)"
21306,LOGNES,BUSSY ST GEORGES,LOUIS GUIBERT                 ,0772597E,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,4,0,4,0,"(48.8447317, 2.7324375)"
21361,LOGNES,BUSSY ST GEORGES,JULES VERNE                   ,0772658W,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,5,0,5,0,"(48.8346046, 2.7134442)"
21417,LOGNES,BUSSY ST GEORGES,GEORGE SAND                   ,0772703V,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,3,0,3,0,"(48.8414308, 2.7313673)"
21645,LOGNES,BUSSY ST GEORGES,JACQUES CHIRAC                ,0772896E,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,5,0,5,0,"(48.8350854, 2.7275986)"
145343,LOGNES,BUSSY ST GEORGES,JACQUES CHIRAC                ,0772896E,ECMA - Enseignant classe préélémentaire,G0422 - Anglais,0,0,0,1,1,0,"(48.8350854, 2.7275986)"
166277,LOGNES,BUSSY ST GEORGES,SIMONE VEIL                   ,0772952R,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,6,0,6,2,"(48.8387327, 2.7315446)"
