Numéro du poste,Circonscription,Commune,Etablissement,RNE,Nature,Spécialité,Nb. Cl.,Dont Cl. Spé.,Nb supports mis au mouvement,Nb supports inaccessibles,Total,Dont nb supports vacants,Coords
18144,DAMMARTIN EN GOELE,MITRY MORY,ELSA TRIOLET                  ,0770193S,DE - Directeur d'école,D0000 - Direction,7,0,1,0,1,0,"(48.9552333, 2.6008763)"
18147,DAMMARTIN EN GOELE,MITRY MORY,EMILE ZOLA                    ,0770196V,DE - Directeur d'école,D0000 - Direction,7,0,1,0,1,1,"(48.9579966, 2.5940678)"
18150,DAMMARTIN EN GOELE,MITRY MORY,FRANCOIS COUPERIN             ,0770198X,DE - Directeur d'école,D0000 - Direction,9,0,1,0,1,1,"(48.9848062, 2.6173876)"
19616,DAMMARTIN EN GOELE,MITRY MORY,GUY MOQUET                    ,0771146C,DE - Directeur d'école,D0000 - Direction,4,0,1,0,1,1,"(48.9749962, 2.6340829)"
20158,DAMMARTIN EN GOELE,MITRY MORY,GUY MOQUET                    ,0771587G,DE - Directeur d'école,D0000 - Direction,8,0,1,0,1,0,"(48.9749962, 2.6340829)"
21125,DAMMARTIN EN GOELE,MITRY MORY,ANNE-CLAUDE GODEAU            ,0772306N,DE - Directeur d'école,D0000 - Direction,4,0,1,0,1,0,"(48.9839674, 2.6183971)"
21176,DAMMARTIN EN GOELE,MITRY MORY,LA FONTAINE                   ,0772457C,DE - Directeur d'école,D0000 - Direction,5,0,1,0,1,0,"(48.959277, 2.5842117)"
21213,DAMMARTIN EN GOELE,MITRY MORY,VAN GOGH                      ,0772505E,DE - Directeur d'école,D0000 - Direction,4,0,1,0,1,1,"(48.9733352, 2.6458701)"
21216,DAMMARTIN EN GOELE,MITRY MORY,VAN GOGH                      ,0772506F,DE - Directeur d'école,D0000 - Direction,8,0,1,0,1,0,"(48.9733352, 2.6458701)"
21446,DAMMARTIN EN GOELE,MITRY MORY,NOEL FRABOULET                ,0772735E,DE - Directeur d'école,D0000 - Direction,11,0,0,1,1,0,"(48.959396, 2.5831105)"
18133,DAMMARTIN EN GOELE,MITRY MORY,HENRI BARBUSSE                ,0770188L,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,13,0,13,0,"(48.958108, 2.5924692)"
18137,DAMMARTIN EN GOELE,MITRY MORY,JEAN MOULIN                   ,0770189M,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,6,0,6,0,"(48.9829823, 2.6201522)"
18142,DAMMARTIN EN GOELE,MITRY MORY,JOLIOT CURIE                  ,0770192R,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,11,0,11,1,"(48.9557312, 2.6032725)"
18151,DAMMARTIN EN GOELE,MITRY MORY,FRANCOIS COUPERIN             ,0770198X,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,7,1,8,1,"(48.9848062, 2.6173876)"
20159,DAMMARTIN EN GOELE,MITRY MORY,GUY MOQUET                    ,0771587G,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,7,0,7,0,"(48.9749962, 2.6340829)"
21217,DAMMARTIN EN GOELE,MITRY MORY,VAN GOGH                      ,0772506F,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,7,0,7,0,"(48.9733352, 2.6458701)"
21447,DAMMARTIN EN GOELE,MITRY MORY,NOEL FRABOULET                ,0772735E,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,10,0,10,0,"(48.959396, 2.5831105)"
18140,DAMMARTIN EN GOELE,MITRY MORY,JACQUELINE QUATREMAIRE        ,0770190N,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,3,0,3,0,"(48.982267, 2.6165861)"
18145,DAMMARTIN EN GOELE,MITRY MORY,ELSA TRIOLET                  ,0770193S,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,6,0,6,1,"(48.9552333, 2.6008763)"
18148,DAMMARTIN EN GOELE,MITRY MORY,EMILE ZOLA                    ,0770196V,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,6,0,6,0,"(48.9579966, 2.5940678)"
19617,DAMMARTIN EN GOELE,MITRY MORY,GUY MOQUET                    ,0771146C,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,3,0,3,0,"(48.9749962, 2.6340829)"
21126,DAMMARTIN EN GOELE,MITRY MORY,ANNE-CLAUDE GODEAU            ,0772306N,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,3,0,3,0,"(48.9839674, 2.6183971)"
21177,DAMMARTIN EN GOELE,MITRY MORY,LA FONTAINE                   ,0772457C,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,4,0,4,0,"(48.959277, 2.5842117)"
21214,DAMMARTIN EN GOELE,MITRY MORY,VAN GOGH                      ,0772505E,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,3,0,3,0,"(48.9733352, 2.6458701)"
19695,PEI,MITRY MORY,PAUL LANGEVIN                 ,0771331D,ISES - Enseignant 1er degré de segpa,G0170 - Enseigner en segpa ou en erea ,0,0,3,0,3,2,"(48.9729345, 2.6490191)"
18152,DAMMARTIN EN GOELE,MITRY MORY,FRANCOIS COUPERIN             ,0770198X,RASE - Réseau d'aide à dominante,G0173 - Rased aide à dominante pédagogique,0,0,0,1,1,0,"(48.9848062, 2.6173876)"
21218,DAMMARTIN EN GOELE,MITRY MORY,VAN GOGH                      ,0772506F,RASE - Réseau d'aide à dominante,G0173 - Rased aide à dominante pédagogique,0,0,0,1,1,0,"(48.9733352, 2.6458701)"
21448,DAMMARTIN EN GOELE,MITRY MORY,NOEL FRABOULET                ,0772735E,RASE - Réseau d'aide à dominante,G0173 - Rased aide à dominante pédagogique,0,0,1,0,1,1,"(48.959396, 2.5831105)"
21257,PEI,MITRY MORY,ERIK SATIE                    ,0772573D,REF - Enseignant 1e degré référent,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.9633417, 2.5977643)"
211753,DAMMARTIN EN GOELE,MITRY MORY,HENRI BARBUSSE                ,0770188L,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,2,0,2,1,"(48.958108, 2.5924692)"
211754,DAMMARTIN EN GOELE,MITRY MORY,GUY MOQUET                    ,0771587G,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.9749962, 2.6340829)"
20677,PEI,MITRY MORY,E.P.E.                        ,0771975D,UEE - Unité d'enseignement élémentaire,G0176 - Ulis ue troubles fonctions cognitives,0,0,2,1,3,1,"(48.9839674, 2.6183971)"
189006,PEI,MITRY MORY,ERIK SATIE                    ,0772573D,ULCG - Ulis collège,G0176 - Ulis ue troubles fonctions cognitives,0,0,1,0,1,1,"(48.9633417, 2.5977643)"
18135,DAMMARTIN EN GOELE,MITRY MORY,HENRI BARBUSSE                ,0770188L,ULEC - Ulis école,G0176 - Ulis ue troubles fonctions cognitives,0,0,1,0,1,1,"(48.958108, 2.5924692)"
19764,MELUN,MOISENAY,LHIOREAU                      ,0771380G,DE - Directeur d'école,D0000 - Direction,6,0,1,0,1,0,"(48.5632085, 2.7368425)"
19765,MELUN,MOISENAY,LHIOREAU                      ,0771380G,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,2,0,2,1,"(48.5632085, 2.7368425)"
19766,MELUN,MOISENAY,LHIOREAU                      ,0771380G,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,3,0,3,0,"(48.5632085, 2.7368425)"
211756,MELUN,MOISENAY,LHIOREAU                      ,0771380G,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.5632085, 2.7368425)"
21623,MOISSY CRAMAYEL,MOISSY CRAMAYEL,MOISSY CRAMAYEL               ,0772859P,AINF - Animateur informatique,G0164 - Technologies et ressources éducatives,0,0,1,0,1,1,"(48.6272298, 2.5937073)"
21624,MOISSY CRAMAYEL,MOISSY CRAMAYEL,MOISSY CRAMAYEL               ,0772859P,CPC - Conseiller pédagogique ien (1d),G0000 - Sans spécialité,0,0,0,1,1,0,"(48.6272298, 2.5937073)"
166331,MOISSY CRAMAYEL,MOISSY CRAMAYEL,MOISSY CRAMAYEL               ,0772859P,CPC - Conseiller pédagogique ien (1d),G0164 - Technologies et ressources éducatives,0,0,0,1,1,0,"(48.6272298, 2.5937073)"
21625,MOISSY CRAMAYEL,MOISSY CRAMAYEL,MOISSY CRAMAYEL               ,0772859P,CPEP - Conseiller pédagogique pour l'eps,G0000 - Sans spécialité,0,0,0,1,1,0,"(48.6272298, 2.5937073)"
18003,MOISSY CRAMAYEL,MOISSY CRAMAYEL,LUGNY                         ,0770107Y,DE - Directeur d'école,D0000 - Direction,9,0,1,0,1,0,"(48.6251, 2.5827192)"
19671,MOISSY CRAMAYEL,MOISSY CRAMAYEL,LUGNY                         ,0771322U,DE - Directeur d'école,D0000 - Direction,6,0,1,0,1,1,"(48.6251, 2.5827192)"
20244,MOISSY CRAMAYEL,MOISSY CRAMAYEL,NOYER PERROT                  ,0771635J,DE - Directeur d'école,D0000 - Direction,4,0,1,0,1,0,"(48.6230009, 2.5954501)"
20247,MOISSY CRAMAYEL,MOISSY CRAMAYEL,NOYER PERROT                  ,0771636K,DE - Directeur d'école,D0000 - Direction,8,0,1,0,1,0,"(48.6230009, 2.5954501)"
20652,MOISSY CRAMAYEL,MOISSY CRAMAYEL,LES GRES                      ,0771953E,DE - Directeur d'école,D0000 - Direction,7,0,1,0,1,1,"(48.6263455, 2.6022029)"
20655,MOISSY CRAMAYEL,MOISSY CRAMAYEL,LES GRES                      ,0771954F,DE - Directeur d'école,D0000 - Direction,4,0,1,0,1,0,"(48.6263455, 2.6022029)"
20797,MOISSY CRAMAYEL,MOISSY CRAMAYEL,FOSSE CORNUE                  ,0772080T,DE - Directeur d'école,D0000 - Direction,4,0,1,0,1,0,"(48.6234109, 2.5900251)"
20817,MOISSY CRAMAYEL,MOISSY CRAMAYEL,FOSSE CORNUE                  ,0772088B,DE - Directeur d'école,D0000 - Direction,6,0,1,0,1,0,"(48.6234109, 2.5900251)"
20834,MOISSY CRAMAYEL,MOISSY CRAMAYEL,LES MARRONNIERS               ,0772111B,DE - Directeur d'école,D0000 - Direction,9,0,0,1,1,0,"(48.6219, 2.5834759)"
20879,MOISSY CRAMAYEL,MOISSY CRAMAYEL,LES MARRONNIERS               ,0772139G,DE - Directeur d'école,D0000 - Direction,7,0,1,0,1,0,"(48.6219, 2.5834759)"
20964,MOISSY CRAMAYEL,MOISSY CRAMAYEL,LES HAULDRES                  ,0772206E,DE - Directeur d'école,D0000 - Direction,5,0,1,0,1,0,"(48.6299027, 2.5888969)"
20971,MOISSY CRAMAYEL,MOISSY CRAMAYEL,LES HAULDRES                  ,0772211K,DE - Directeur d'école,D0000 - Direction,8,0,1,0,1,0,"(48.6299027, 2.5888969)"
21210,MOISSY CRAMAYEL,MOISSY CRAMAYEL,CHANTELOUP                    ,0772504D,DE - Directeur d'école,D0000 - Direction,6,0,1,0,1,1,"(48.6356156, 2.5851261)"
21242,MOISSY CRAMAYEL,MOISSY CRAMAYEL,CHANTELOUP                    ,0772552F,DE - Directeur d'école,D0000 - Direction,10,1,1,0,1,0,"(48.6356156, 2.5851261)"
21311,MOISSY CRAMAYEL,MOISSY CRAMAYEL,JATTEAU                       ,0772632T,DE - Directeur d'école,D0000 - Direction,5,0,1,0,1,0,"(48.6294383, 2.5775433)"
21314,MOISSY CRAMAYEL,MOISSY CRAMAYEL,JATTEAU                       ,0772633U,DE - Directeur d'école,D0000 - Direction,9,0,1,0,1,0,"(48.6294383, 2.5775433)"
18004,MOISSY CRAMAYEL,MOISSY CRAMAYEL,LUGNY                         ,0770107Y,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,8,0,8,0,"(48.6251, 2.5827192)"
20248,MOISSY CRAMAYEL,MOISSY CRAMAYEL,NOYER PERROT                  ,0771636K,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,7,0,7,0,"(48.6230009, 2.5954501)"
20653,MOISSY CRAMAYEL,MOISSY CRAMAYEL,LES GRES                      ,0771953E,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,6,0,6,0,"(48.6263455, 2.6022029)"
20818,MOISSY CRAMAYEL,MOISSY CRAMAYEL,FOSSE CORNUE                  ,0772088B,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,5,0,5,0,"(48.6234109, 2.5900251)"
20835,MOISSY CRAMAYEL,MOISSY CRAMAYEL,LES MARRONNIERS               ,0772111B,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,8,0,8,1,"(48.6219, 2.5834759)"
20972,MOISSY CRAMAYEL,MOISSY CRAMAYEL,LES HAULDRES                  ,0772211K,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,7,0,7,2,"(48.6299027, 2.5888969)"
21243,MOISSY CRAMAYEL,MOISSY CRAMAYEL,CHANTELOUP                    ,0772552F,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,7,1,8,0,"(48.6356156, 2.5851261)"
21315,MOISSY CRAMAYEL,MOISSY CRAMAYEL,JATTEAU                       ,0772633U,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,8,0,8,0,"(48.6294383, 2.5775433)"
19672,MOISSY CRAMAYEL,MOISSY CRAMAYEL,LUGNY                         ,0771322U,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,5,0,5,1,"(48.6251, 2.5827192)"
20245,MOISSY CRAMAYEL,MOISSY CRAMAYEL,NOYER PERROT                  ,0771635J,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,3,0,3,0,"(48.6230009, 2.5954501)"
20656,MOISSY CRAMAYEL,MOISSY CRAMAYEL,LES GRES                      ,0771954F,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,3,0,3,1,"(48.6263455, 2.6022029)"
20798,MOISSY CRAMAYEL,MOISSY CRAMAYEL,FOSSE CORNUE                  ,0772080T,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,3,0,3,0,"(48.6234109, 2.5900251)"
20880,MOISSY CRAMAYEL,MOISSY CRAMAYEL,LES MARRONNIERS               ,0772139G,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,5,1,6,1,"(48.6219, 2.5834759)"
20965,MOISSY CRAMAYEL,MOISSY CRAMAYEL,LES HAULDRES                  ,0772206E,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,4,0,4,1,"(48.6299027, 2.5888969)"
21211,MOISSY CRAMAYEL,MOISSY CRAMAYEL,CHANTELOUP                    ,0772504D,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,4,1,5,0,"(48.6356156, 2.5851261)"
21312,MOISSY CRAMAYEL,MOISSY CRAMAYEL,JATTEAU                       ,0772632T,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,4,0,4,0,"(48.6294383, 2.5775433)"
21627,MOISSY CRAMAYEL,MOISSY CRAMAYEL,MOISSY CRAMAYEL               ,0772859P,ITIN - (enseignant) 1e degré itinérant spécialisé,G0163 - Accueil primo arrivants,0,0,2,0,2,0,"(48.6272298, 2.5937073)"
21628,MOISSY CRAMAYEL,MOISSY CRAMAYEL,MOISSY CRAMAYEL               ,0772859P,ITSP - Enseignant 1er degré itinérant spécialisé,G0000 - Sans spécialité,0,0,1,0,1,1,"(48.6272298, 2.5937073)"
20249,MOISSY CRAMAYEL,MOISSY CRAMAYEL,NOYER PERROT                  ,0771636K,RASE - Réseau d'aide à dominante,G0173 - Rased aide à dominante pédagogique,0,0,1,0,1,0,"(48.6230009, 2.5954501)"
20973,MOISSY CRAMAYEL,MOISSY CRAMAYEL,LES HAULDRES                  ,0772211K,RASE - Réseau d'aide à dominante,G0173 - Rased aide à dominante pédagogique,0,0,1,0,1,0,"(48.6299027, 2.5888969)"
21629,MOISSY CRAMAYEL,MOISSY CRAMAYEL,MOISSY CRAMAYEL               ,0772859P,RASE - Réseau d'aide à dominante,G0172 - Rased aide à dominante relationnelle ,0,0,0,1,1,0,"(48.6272298, 2.5937073)"
174771,COMBS LA VILLE,MOISSY CRAMAYEL,LA BOETIE                     ,0772191N,REF - Enseignant 1e degré référent,G0000 - Sans spécialité,0,0,1,0,1,1,"(48.6305689, 2.5929641)"
211757,MOISSY CRAMAYEL,MOISSY CRAMAYEL,LUGNY                         ,0771322U,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,2,0,2,0,"(48.6251, 2.5827192)"
211758,MOISSY CRAMAYEL,MOISSY CRAMAYEL,NOYER PERROT                  ,0771635J,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,1,"(48.6230009, 2.5954501)"
211764,MOISSY CRAMAYEL,MOISSY CRAMAYEL,NOYER PERROT                  ,0771636K,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6230009, 2.5954501)"
211765,MOISSY CRAMAYEL,MOISSY CRAMAYEL,LES GRES                      ,0771953E,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6263455, 2.6022029)"
211759,MOISSY CRAMAYEL,MOISSY CRAMAYEL,LES GRES                      ,0771954F,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6263455, 2.6022029)"
211760,MOISSY CRAMAYEL,MOISSY CRAMAYEL,FOSSE CORNUE                  ,0772080T,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6234109, 2.5900251)"
211766,MOISSY CRAMAYEL,MOISSY CRAMAYEL,FOSSE CORNUE                  ,0772088B,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,1,"(48.6234109, 2.5900251)"
211761,MOISSY CRAMAYEL,MOISSY CRAMAYEL,LES MARRONNIERS               ,0772139G,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6219, 2.5834759)"
211767,MOISSY CRAMAYEL,MOISSY CRAMAYEL,LES HAULDRES                  ,0772211K,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6299027, 2.5888969)"
211762,MOISSY CRAMAYEL,MOISSY CRAMAYEL,CHANTELOUP                    ,0772504D,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6356156, 2.5851261)"
211768,MOISSY CRAMAYEL,MOISSY CRAMAYEL,CHANTELOUP                    ,0772552F,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6356156, 2.5851261)"
211763,MOISSY CRAMAYEL,MOISSY CRAMAYEL,JATTEAU                       ,0772632T,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6294383, 2.5775433)"
211769,MOISSY CRAMAYEL,MOISSY CRAMAYEL,JATTEAU                       ,0772633U,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.6294383, 2.5775433)"
21630,MOISSY CRAMAYEL,MOISSY CRAMAYEL,MOISSY CRAMAYEL               ,0772859P,TS - Titulaire de secteur,G0000 - Sans spécialité,0,0,3,0,3,1,"(48.6272298, 2.5937073)"
166330,PEI,MOISSY CRAMAYEL,LES MAILLETTES                ,0771618R,ULCG - Ulis collège,G0176 - Ulis ue troubles fonctions cognitives,0,0,1,0,1,1,"(48.6272298, 2.5937073)"
21245,MOISSY CRAMAYEL,MOISSY CRAMAYEL,CHANTELOUP                    ,0772552F,ULEC - Ulis école,G0176 - Ulis ue troubles fonctions cognitives,0,0,0,1,1,0,"(48.6356156, 2.5851261)"
19141,NEMOURS,MONCOURT FROMONVILLE,ETIENNE DAILLY                ,0770762K,DE - Directeur d'école,D0000 - Direction,6,0,1,0,1,0,"(48.3006409, 2.6985162)"
19142,NEMOURS,MONCOURT FROMONVILLE,ETIENNE DAILLY                ,0770762K,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,4,0,4,0,"(48.3006409, 2.6985162)"
19143,NEMOURS,MONCOURT FROMONVILLE,ETIENNE DAILLY                ,0770762K,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.3006409, 2.6985162)"
211770,NEMOURS,MONCOURT FROMONVILLE,ETIENNE DAILLY                ,0770762K,TR - Titulaire remplaçant,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.3006409, 2.6985162)"
18066,NEMOURS,MONDREVILLE,,0770150V,DE - Directeur d'école,D0000 - Direction,1,0,1,0,1,1,"(48.1426107, 2.609761)"
18364,MONTEREAU,MONS EN MONTOIS,JULES VERNE                   ,0770312W,DE - Directeur d'école,D0000 - Direction,1,0,1,0,1,0,"(48.4887539, 3.1465893)"
18780,MEAUX NORD,MONTCEAUX LES MEAUX,LE CHAT PERCHE                ,0770549D,DE - Directeur d'école,D0000 - Direction,3,0,1,0,1,0,"(48.9411762, 2.985446)"
18781,MEAUX NORD,MONTCEAUX LES MEAUX,LE CHAT PERCHE                ,0770549D,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.9411762, 2.985446)"
18782,MEAUX NORD,MONTCEAUX LES MEAUX,LE CHAT PERCHE                ,0770549D,ECMA - Enseignant classe préélémentaire,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.9411762, 2.985446)"
21127,COULOMMIERS,MONTDAUPHIN,,0772307P,DE - Directeur d'école,D0000 - Direction,1,0,1,0,1,0,"(48.8520249, 3.4267928)"
19579,MONTEREAU,MONTEREAU FAULT YONNE,MONTEREAU                     ,0771138U,AINF - Animateur informatique,G0164 - Technologies et ressources éducatives,0,0,1,0,1,1,"(48.387708, 2.952321)"
19580,MONTEREAU,MONTEREAU FAULT YONNE,MONTEREAU                     ,0771138U,ASOU - Animation soutien,G0205 - Coordination rep plus,0,0,0,1,1,0,"(48.387708, 2.952321)"
173656,MONTEREAU,MONTEREAU FAULT YONNE,MONTEREAU                     ,0771138U,ASOU - Animation soutien,G0201 - Coordination zep,0,0,0,1,1,0,"(48.387708, 2.952321)"
20111,PEI,MONTEREAU FAULT YONNE,PAUL ELUARD                   ,0771567K,CLR - Classe relais,G0173 - Rased aide à dominante pédagogique,0,0,1,0,1,0,"(48.39993, 2.969205)"
19581,MONTEREAU,MONTEREAU FAULT YONNE,MONTEREAU                     ,0771138U,CPC - Conseiller pédagogique ien (1d),G0000 - Sans spécialité,0,0,0,2,2,0,"(48.387708, 2.952321)"
166333,MONTEREAU,MONTEREAU FAULT YONNE,MONTEREAU                     ,0771138U,CPC - Conseiller pédagogique ien (1d),G0164 - Technologies et ressources éducatives,0,0,0,1,1,0,"(48.387708, 2.952321)"
19582,MONTEREAU,MONTEREAU FAULT YONNE,MONTEREAU                     ,0771138U,CPEP - Conseiller pédagogique pour l'eps,G0000 - Sans spécialité,0,0,0,1,1,0,"(48.387708, 2.952321)"
18963,MONTEREAU,MONTEREAU FAULT YONNE,LES ORMEAUX                   ,0770655U,DCOM - Compensation décharge de directeur,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.3956327, 2.951208)"
18969,MONTEREAU,MONTEREAU FAULT YONNE,CLOS DION                     ,0770659Y,DCOM - Compensation décharge de directeur,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.3956949, 2.9543768)"
141754,MONTEREAU,MONTEREAU FAULT YONNE,PETIT VAUGIRARD               ,0770703W,DCOM - Compensation décharge de directeur,G0000 - Sans spécialité,0,0,0,1,1,0,"(48.3857501, 2.9513846)"
19898,MONTEREAU,MONTEREAU FAULT YONNE,PIERRE ET MARIE CURIE         ,0771455N,DCOM - Compensation décharge de directeur,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.398564, 2.954617)"
21189,MONTEREAU,MONTEREAU FAULT YONNE,CLAUDE SIGONNEAU              ,0772461G,DCOM - Compensation décharge de directeur,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.3963225, 2.9587192)"
21428,MONTEREAU,MONTEREAU FAULT YONNE,ALBERT CAMUS                  ,0772724T,DCOM - Compensation décharge de directeur,G0000 - Sans spécialité,0,0,1,0,1,0,"(48.4010091, 2.9580094)"
18959,MONTEREAU,MONTEREAU FAULT YONNE,VILLA MARIE-LOUISE            ,0770652R,DE - Directeur d'école,D0000 - Direction,7,0,1,0,1,0,"(48.3921252, 2.9531188)"
18964,MONTEREAU,MONTEREAU FAULT YONNE,LES ORMEAUX                   ,0770655U,DE - Directeur d'école,D0000 - Direction,10,1,0,1,1,0,"(48.3956327, 2.951208)"
18970,MONTEREAU,MONTEREAU FAULT YONNE,CLOS DION                     ,0770659Y,DE - Directeur d'école,D0000 - Direction,9,0,0,1,1,0,"(48.3956949, 2.9543768)"
18974,MONTEREAU,MONTEREAU FAULT YONNE,CLOS DION                     ,0770661A,DE - Directeur d'école,D0000 - Direction,6,0,0,1,1,0,"(48.3956949, 2.9543768)"
18978,MONTEREAU,MONTEREAU FAULT YONNE,VICTOR HUGO                   ,0770663C,DE - Directeur d'école,D0000 - Direction,6,0,1,0,1,0,"(48.3868919, 2.9534744)"
18981,MONTEREAU,MONTEREAU FAULT YONNE,LA POTERIE                    ,0770664D,DE - Directeur d'école,D0000 - Direction,10,1,0,1,1,0,"(48.3881986, 2.9549588)"
19046,MONTEREAU,MONTEREAU FAULT YONNE,PETIT VAUGIRARD               ,0770703W,DE - Directeur d'école,D0000 - Direction,14,1,0,1,1,0,"(48.3857501, 2.9513846)"
19412,MONTEREAU,MONTEREAU FAULT YONNE,ANTOINE DE SAINT-EXUPERY      ,0771015K,DE - Directeur d'école,D0000 - Direction,6,0,0,1,1,0,"(48.3969347, 2.9599198)"
19447,MONTEREAU,MONTEREAU FAULT YONNE,MADEMOISELLE BOYER            ,0771059H,DE - Directeur d'école,D0000 - Direction,8,0,1,0,1,0,"(48.3798685, 2.9470797)"
19895,MONTEREAU,MONTEREAU FAULT YONNE,PIERRE ET MARIE CURIE         ,0771454M,DE - Directeur d'école,D0000 - Direction,5,0,1,0,1,0,"(48.398564, 2.954617)"
19899,MONTEREAU,MONTEREAU FAULT YONNE,PIERRE ET MARIE CURIE         ,0771455N,DE - Directeur d'école,D0000 - Direction,12,0,0,1,1,0,"(48.398564, 2.954617)"
20092,MONTEREAU,MONTEREAU FAULT YONNE,LES ORMEAUX                   ,0771554W,DE - Directeur d'école,D0000 - Direction,4,0,0,1,1,0,"(48.3956327, 2.951208)"
21190,MONTEREAU,MONTEREAU FAULT YONNE,CLAUDE SIGONNEAU              ,0772461G,DE - Directeur d'école,D0000 - Direction,12,0,0,1,1,0,"(48.3963225, 2.9587192)"
21426,MONTEREAU,MONTEREAU FAULT YONNE,ALBERT CAMUS                  ,0772723S,DE - Directeur d'école,D0000 - Direction,5,0,1,0,1,0,"(48.4010091, 2.9580094)"
21429,MONTEREAU,MONTEREAU FAULT YONNE,ALBERT CAMUS                  ,0772724T,DE - Directeur d'école,D0000 - Direction,13,1,0,1,1,0,"(48.4010091, 2.9580094)"
18960,MONTEREAU,MONTEREAU FAULT YONNE,VILLA MARIE-LOUISE            ,0770652R,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,4,0,4,0,"(48.3921252, 2.9531188)"
18965,MONTEREAU,MONTEREAU FAULT YONNE,LES ORMEAUX                   ,0770655U,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,8,0,8,0,"(48.3956327, 2.951208)"
18971,MONTEREAU,MONTEREAU FAULT YONNE,CLOS DION                     ,0770659Y,ECEL - Enseignant classe élémentaire,G0000 - Sans spécialité,0,0,8,0,8,0,"(48.3956949, 2.9543768)"
